1|0|35.3396421211
1|39718|81.3967936901
1|224404|49.2627214598
1|206461|69.9505414466
1|18130|61.1857835583
1|211493|66.604898871
3|242056|15.6109901148
3|198519|32.7091286667
3|130320|-8.36061974164
3|231057|13.4123907035
3|23460|20.7088155259
3|239961|15.5577314411
5|276502|83.9500931248
5|65541|97.1471242206
5|88725|55.4722218343
5|209900|61.0087565098
5|293056|80.1963607915
5|65541|97.1471242206
9|86329|66.7414005872
9|89699|79.798866204
9|85371|11.2711057525
9|84571|-7.69936448291
9|257739|49.2623732997
9|269120|59.417445403
10|113146|69.0335625507
10|229980|83.5495242285
10|265951|75.4381348042
10|31290|83.4292881347
10|113606|66.9147561542
10|265951|75.4381348042
11|277434|6.15255330099
11|49201|79.6742169223
11|281164|44.6239203985
11|14636|74.7112447969
11|9841|26.6749897453
11|145484|46.6059041828
14|167611|46.6068296455
14|109673|71.6348730684
14|0|99.3304427068
14|168786|-42.1978336819
14|139906|52.1997529225
14|123856|76.4053244538
16|283694|82.9179887102
16|0|-54.6511604546
16|94370|38.835835306
16|102967|81.0297966321
16|285026|56.1842483697
16|122730|61.4729909121
17|121686|68.9767475735
17|275925|39.3725072833
17|43613|69.8058115224
17|200|68.4721272951
17|39718|33.7801908108
17|245784|50.8778968715
22|220556|68.0236169141
22|295809|75.0459915962
22|160130|48.8265521
22|120482|75.1815598118
22|153215|64.0670326391
22|217394|56.1254864463
23|290560|93.7253451272
23|286685|74.2661586837
23|0|64.6848242981
23|245968|80.4699607138
23|39385|90.7066817374
23|252620|91.3314897356
24|256919|90.5952818214
24|198519|39.7259996041
24|260375|7.66623981681
24|117476|82.2111644409
24|68703|50.8356265607
24|266111|8.26764054968
26|286685|68.1301980722
26|111143|34.8019337668
26|198400|31.2664346486
26|275340|25.2830749001
26|198400|31.2664346486
26|187434|-74.3027909298
30|30621|76.1231056276
30|0|46.5107940932
30|36174|85.1113154271
30|246628|68.3334010613
30|235621|77.3709842752
30|0|46.5107940932
32|145029|64.8264837534
32|28488|105.036339282
32|151230|103.26818264
32|17345|74.7551583349
32|265189|76.6638547223
32|32000|79.7015692156
36|43738|52.3207465619
36|237924|14.7207026159
36|253886|60.6714650858
36|253886|60.6714650858
36|230393|64.8666534554
36|47441|69.5343740932
39|103108|21.7247157152
39|195441|17.1890765076
39|229319|35.3929698688
39|102374|42.8904631887
39|185680|23.0266856775
39|185999|27.1157861982
44|14469|45.1279794874
44|238047|46.5681451497
44|259523|51.3380797654
44|186150|47.6521456782
44|85959|44.8976873366
44|66840|56.9853684642
48|271379|151.631841414
48|150940|137.983377739
48|258532|131.82634387
48|269150|117.725578619
48|19285|21.3126538708
48|81147|93.4682376304
58|295390|68.6791934103
58|169561|47.8357169346
58|17540|67.8708341708
58|71643|83.6878908996
58|266518|90.2913603401
58|282386|66.4257948893
59|227261|54.3901967881
59|264208|70.3157802152
59|145293|-45.6327408281
59|0|77.0825204446
59|26335|60.2833227398
59|293483|4.3629362145
60|83980|79.8875649564
60|124175|45.0115007066
60|74235|82.2735741128
