1|188135|31.9917967078
1|250273|74.5312916582
1|60428|60.4825792492
1|187953|75.6571738718
1|108088|84.6356820314
1|52615|68.5777050934
3|170331|14.711337361
3|53881|36.655387887
3|92079|-8.24399857137
3|1199|23.4900564191
3|72035|28.1362051706
3|164737|22.0592278972
5|230811|79.8760261298
5|223222|117.763751437
5|11786|64.8512485316
5|16367|74.2610449682
5|76149|79.3589821664
5|234512|94.4705500342
9|213659|185.426817319
9|195174|65.8757426678
9|119128|14.1879653651
9|177509|20.4998328928
9|150618|51.4796691907
9|267024|82.3124397626
10|136562|37.6997839531
10|101910|60.0237571443
10|283051|110.975670885
10|187560|90.8791429358
10|47528|73.4256239391
10|120383|109.546265367
11|64349|-39.8667264857
11|61971|71.2560089555
11|216012|55.7079104421
11|55250|71.6770011084
11|108917|64.4155459023
11|139745|46.5492915587
14|275193|37.256932448
14|71363|82.7396433125
14|121861|-34.7568600548
14|168824|-2.46784161423
14|230278|63.7285216231
14|160169|64.5616940461
16|101297|93.3729317434
16|205840|43.5934584229
16|24526|24.4959176031
16|49850|9.40522850111
16|70788|65.8166349422
16|51218|56.0590808771
17|67023|68.7828789984
17|180634|60.1858997099
17|204472|68.6077909977
17|252573|63.1034081308
17|13495|29.9751530924
17|46889|60.3165504756
22|289978|70.537070749
22|69054|75.1840345663
22|260801|71.8028581519
22|197799|23.0249856142
22|95502|45.5976456692
22|67865|48.3601585089
23|170783|92.5913296294
23|17790|81.8654160549
23|232816|99.6558941623
23|58449|85.4449093544
23|183841|86.4166028473
23|118780|88.4834202346
24|57011|93.8149047155
24|205890|26.8784131087
24|167478|-28.6274301293
24|93321|263.519286031
24|139963|16.7940948401
24|175818|41.1487228717
26|17790|66.4636023209
26|245668|38.9072988462
26|175560|35.2664128007
26|92995|46.8089636194
26|18009|32.4451909834
26|9096|90.5801679686
30|180875|71.0873915333
30|176274|63.7674182238
30|253486|77.2388910922
30|101871|74.1445313144
30|292630|21.3363620647
30|88927|69.7794193531
32|258824|82.2537226722
32|227732|100.109780663
32|31066|94.0920894287
32|146212|92.7015419341
32|143138|87.0375975855
32|21099|76.9057148794
36|34503|68.6742297679
36|166629|-9.30346749127
36|262269|33.484002896
36|224617|64.6485076038
36|92062|100.644593497
36|142130|42.1685319461
39|7897|42.9607260539
39|73195|0.642140643483
39|254344|46.1800085431
39|86732|29.558832798
39|230460|28.4856883445
39|31200|38.3136615789
44|277019|95.7250989979
44|150559|49.8608027092
44|144511|49.0761216498
44|52202|50.5903879335
44|264368|39.7329099428
44|286188|42.8284997797
48|173540|187.506753777
48|143084|45.7644408973
48|46475|-41.0659715621
48|112564|28.8714129954
48|79349|10.4072408627
48|256009|-3.72427367516
58|12264|58.6328027734
58|125040|43.5439455002
58|80663|93.0384288068
58|291128|79.863153512
58|96237|139.048775844
58|94095|95.2472479036
59|283018|61.0929742395
59|192065|-70.0501374368
59|153170|-21.206270205
59|5660|0.0
59|241491|66.9165653597
59|246319|-66.8930714082
60|233237|64.5784526328
60|245548|98.4317433035
60|268572|86.8140516269
60|20680|105.452725852
60|28967|145.374553321
60|279899|46.5728697873
61|239100|19.0249875143
61|231206|97.4846211223
61|185033|65.3573048141
61|3109|83.5805591288
61|34940|90.4561534477
61|68080|87.7587154944
65|8424|-135.957411302
65|71197|47.0911013248
65|69315|66.9950432486
65|269171|49.9946654136
65|165332|72.1317306937
65|136869|-15.2595061598
67|30048|19.001216279
67|70268|57.0248192378
67|163461|39.5061653938
67|261695|26.6153657112
67|153338|102.036735021
67|225847|50.7755407931
68|56836|93.5720184349
68|171850|88.5358699349
68|241105|101.615586876
68|280508|86.1168491718
68|53636|36.7241295641
68|86485|66.387536769
69|101201|46.1992454975
69|141516|0.0
69|54217|95.0874269214
69|227235|86.1299545577
69|252302|151.096660795
69|33441|105.954062956
71|186360|5.30501225235
71|103055|83.3536660156
71|185040|17.4687441805
71|169538|75.6250048949
71|105893|22.2629538974
71|242840|57.1600165112
76|39991|22.3665875197
76|118348|93.5607459899
76|7669|50.8993613737
76|65731|74.7781657109
